stock_id,stock_name,event_name,date
,京城樂富R1,除權息,2022/09/05
1315,達新,除權息,2022/09/05
1443,立益物流,增資股上市,2022/09/05
1521,大億,法人說明會,2022/09/05
1533,車王電,除權息,2022/09/05
1784,訊聯,除權息,2022/09/05
2106,建大,除權息,2022/09/05
2474,可成,除權息,2022/09/05
2838,聯邦銀,增資股上市,2022/09/05
3484,崧騰,除權息,2022/09/05
4160,創源,除權息,2022/09/05
4540,全球傳動,除權息,2022/09/05
4807,日成-KY,除權息,2022/09/05
5328,華容,除權息,2022/09/05
6236,康呈,增資股上市,2022/09/05
6548,長科*,增資股上市,2022/09/05
6641,基士德-KY,法人說明會,2022/09/05
6768,志強-KY,法人說明會,2022/09/05
7402,邑錡,除權息,2022/09/05
8093,保銳,減資後新股掛牌,2022/09/05
8171,天宇,增資股上市,2022/09/05
8916,光隆,法人說明會,2022/09/05
1342,八貫,增資股上市,2022/09/06
1609,大亞,法人說明會,2022/09/06
1732,毛寶,除權息,2022/09/06
2243,宏旭-KY,法人說明會,2022/09/06
2364,倫飛,除權息,2022/09/06
2468,華經,除權息,2022/09/06
2603,長榮,減資後新股掛牌,2022/09/06
2637,慧洋-KY,法人說明會,2022/09/06
2641,正德,增資股上市,2022/09/06
2706,第一店,除權息,2022/09/06
2752,豆府,除權息,2022/09/06
2845,遠東銀,除權息,2022/09/06
3025,星通,除權息,2022/09/06
3056,總太,增資股上市,2022/09/06
3162,精確,法人說明會,2022/09/06
3303,岱稜,法人說明會,2022/09/06
3622,洋華,除權息,2022/09/06
3705,永信,法人說明會,2022/09/06
5284,jpp-KY,法人說明會,2022/09/06
6139,亞翔,除權息,2022/09/06
6552,易華電,除權息,2022/09/06
9927,泰銘,除權息,2022/09/06
1529,樂事綠能,除權息,2022/09/07
1590,亞德客-KY,除權息,2022/09/07
1598,岱宇,法人說明會,2022/09/07
1736,喬山,除權息,2022/09/07
2301,光寶科,法人說明會,2022/09/07
2308,台達電,法人說明會,2022/09/07
2609,陽明,法人說明會,2022/09/07
2924,東凌-KY,股東臨時會,2022/09/07
3372,典範,除權息,2022/09/07
3530,晶相光,法人說明會,2022/09/07
3665,貿聯-KY,法人說明會,2022/09/07
3675,德微,除權息,2022/09/07
4557,永新-KY,法人說明會,2022/09/07
4735,豪展,除權息,2022/09/07
4931,新盛力,股東臨時會,2022/09/07
5512,力麒,除權息,2022/09/07
5546,永固-KY,法人說明會,2022/09/07
5903,全家,法人說明會,2022/09/07
6196,帆宣,法人說明會,2022/09/07
6203,海韻電,除權息,2022/09/07
6582,申豐,法人說明會,2022/09/07
6671,三能-KY,法人說明會,2022/09/07
8107,大億金茂,除權息,2022/09/07
8147,正淩,除權息,2022/09/07
8467,波力-KY,法人說明會,2022/09/07
8908,欣雄,除權息,2022/09/07
9904,寶成,法人說明會,2022/09/07
9906,欣巴巴,除權息,2022/09/07
9910,豐泰,法人說明會,2022/09/07
9951,皇田,除權息,2022/09/07
1721,三晃,法人說明會,2022/09/08
2012,春雨,除權息,2022/09/08
2461,光群雷,除權息,2022/09/08
2729,瓦城,法人說明會,2022/09/08
2834,臺企銀,法人說明會,2022/09/08
2905,三商,除權息,2022/09/08
2915,潤泰全,除權息,2022/09/08
3346,麗清,除權息,2022/09/08
3430,奇鈦科,新股掛牌,2022/09/08
4123,晟德,除權息,2022/09/08
4556,旭然,除權息,2022/09/08
4935,茂林-KY,法人說明會,2022/09/08
4953,緯軟,增資股上市,2022/09/08
6235,華孚,除權息,2022/09/08
6508,惠光,增資股上市,2022/09/08
8349,恒耀,除權息,2022/09/08
1416,廣豐,法人說明會,2022/09/12
1532,勤美,法人說明會,2022/09/12
2375,凱美,減資後新股掛牌,2022/09/12
2379,瑞昱,除權息,2022/09/12
2442,新美齊,法人說明會,2022/09/12
2753,八方雲集,增資股上市,2022/09/12
2923,鼎固-KY,除權息,2022/09/12
3056,總太,增資股上市,2022/09/12
4438,廣越,增資股上市,2022/09/12
6163,華電網,除權息,2022/09/12
6485,點序,除權息,2022/09/12
8444,綠河-KY,除權息,2022/09/12
1591,駿吉-KY,除權息,2022/09/13
1593,祺驊,除權息,2022/09/13
1604,聲寶,法人說明會,2022/09/13
2006,東和鋼鐵,法人說明會,2022/09/13
2028,威致,增資股上市,2022/09/13
2511,太子,法人說明會,2022/09/13
2530,華建,法人說明會,2022/09/13
2832,台產,法人說明會,2022/09/13
3322,建舜電,除權息,2022/09/13
4171,瑞基,除權息,2022/09/13
4571,鈞興-KY,法人說明會,2022/09/13
4931,新盛力,法人說明會,2022/09/13
6111,大宇資,除權息,2022/09/13
6136,富爾特,法人說明會,2022/09/13
6154,順發,法人說明會,2022/09/13
6504,南六,除權息,2022/09/13
6550,北極星藥業-KY,法人說明會,2022/09/13
6689,伊雲谷,新股掛牌,2022/09/13
8084,巨虹,股東臨時會,2022/09/13
8107,大億金茂,法人說明會,2022/09/13
8423,保綠-KY,除權息,2022/09/13
1102,亞泥,法人說明會,2022/09/14
1104,環泥,法人說明會,2022/09/14
1310,台苯,除權息,2022/09/14
1615,大山,除權息,2022/09/14
2308,台達電,法人說明會,2022/09/14
2367,燿華,增資股上市,2022/09/14
2439,美律,法人說明會,2022/09/14
2536,宏普,法人說明會,2022/09/14
2615,萬海,法人說明會,2022/09/14
2701,萬企,除權息,2022/09/14
3037,欣興,法人說明會,2022/09/14
3118,進階,法人說明會,2022/09/14
3437,榮創,除權息,2022/09/14
3587,閎康,法人說明會,2022/09/14
3646,艾恩特,法人說明會,2022/09/14
3665,貿聯-KY,法人說明會,2022/09/14
3710,連展投控,增資股上市,2022/09/14
4139,馬光-KY,法人說明會,2022/09/14
4528,江興鍛,增資股上市,2022/09/14
4763,材料-KY,增資股上市,2022/09/14
4942,嘉彰,法人說明會,2022/09/14
5351,鈺創,除權息,2022/09/14
5516,雙喜,除權息,2022/09/14
5871,中租-KY,股東臨時會,2022/09/14
6154,順發,除權息,2022/09/14
6443,元晶,法人說明會,2022/09/14
6590,普鴻,增資股上市,2022/09/14
6667,信紘科,增資股上市,2022/09/14
6679,鈺太,法人說明會,2022/09/14
8927,北基,除權息,2022/09/14
9942,茂順,法人說明會,2022/09/14
,王道圓滿R1,除權息,2022/09/15
1465,偉全,法人說明會,2022/09/15
1477,聚陽,法人說明會,2022/09/15
1785,光洋科,增資股上市,2022/09/15
2109,華豐,除權息,2022/09/15
2330,台積電,除權息,2022/09/15
2439,美律,增資股上市,2022/09/15
2497,怡利電,增資股上市,2022/09/15
3162,精確,法人說明會,2022/09/15
3494,誠研,增資股上市,2022/09/15
3596,智易,法人說明會,2022/09/15
4763,材料-KY,法人說明會,2022/09/15
4968,立積,增資股上市,2022/09/15
6108,競國,法人說明會,2022/09/15
6153,嘉聯益,法人說明會,2022/09/15
6216,居易,增資股上市,2022/09/15
6461,益得,增資股上市,2022/09/15
6533,晶心科,法人說明會,2022/09/15
6591,動力-KY,增資股上市,2022/09/15
8099,大世科,法人說明會,2022/09/15
8271,宇瞻,增資股上市,2022/09/15
8916,光隆,增資股上市,2022/09/15
910861,神州-DR,除權息,2022/09/15
9802,鈺齊-KY,除權息,2022/09/15
1710,東聯,法人說明會,2022/09/16
2236,百達-KY,除權息,2022/09/16
2471,資通,法人說明會,2022/09/16
2493,揚博,法人說明會,2022/09/16
2905,三商,法人說明會,2022/09/16
3022,威強電,法人說明會,2022/09/16
3047,訊舟,法人說明會,2022/09/16
3272,東碩,除權息,2022/09/16
3661,世芯-KY,除權息,2022/09/16
4906,正文,法人說明會,2022/09/16
4915,致伸,增資股上市,2022/09/16
5225,東科-KY,增資股上市,2022/09/16
5258,虹堡,增資股上市,2022/09/16
5403,中菲,除權息,2022/09/16
6026,福邦證,除權息,2022/09/16
8089,康全電訊,法人說明會,2022/09/16
8201,無敵,法人說明會,2022/09/16
1565,精華,除權息,2022/08/22
2527,宏璟,除權息,2022/08/22
2614,東森,減資後新股掛牌,2022/08/22
2739,寒舍,減資後新股掛牌,2022/08/22
2755,揚秦,除權息,2022/08/22
3372,典範,增資股上市,2022/08/22
3646,艾恩特,除權息,2022/08/22
3663,鑫科,除權息,2022/08/22
4111,濟生,除權息,2022/08/22
4568,科際精密,除權息,2022/08/22
5011,久陽,增資股上市,2022/08/22
6183,關貿,除權息,2022/08/22
6226,光鼎,除權息,2022/08/22
6499,益安,除權息,2022/08/22
6603,富強鑫,除權息,2022/08/22
6664,群翊,法人說明會,2022/08/22
6733,博晟生醫,法人說明會,2022/08/22
8466,美吉吉-KY,除權息,2022/08/22
1240,茂生農經,除權息,2022/08/23
1737,臺鹽,除權息,2022/08/23
2887,台新金,法人說明會,2022/08/23
2891,中信金,法人說明會,2022/08/23
2901,欣欣,除權息,2022/08/23
2904,匯僑,除權息,2022/08/23
2926,誠品生活,法人說明會,2022/08/23
3026,禾伸堂,法人說明會,2022/08/23
3029,零壹,法人說明會,2022/08/23
3036,文曄,法人說明會,2022/08/23
3317,尼克森,除權息,2022/08/23
3535,晶彩科,除權息,2022/08/23
4554,橙的,除權息,2022/08/23
4907,富宇,除權息,2022/08/23
4933,友輝,業績發表會,2022/08/23
4966,譜瑞-KY,除權息,2022/08/23
5228,鈺鎧,除權息,2022/08/23
5274,信驊,業績發表會,2022/08/23
5876,上海商銀,法人說明會,2022/08/23
5905,南仁湖,增資股上市,2022/08/23
6167,久正,除權息,2022/08/23
6217,中探針,法人說明會,2022/08/23
6217,中探針,增資股上市,2022/08/23
6510,精測,法人說明會,2022/08/23
6556,勝品,業績發表會,2022/08/23
6590,普鴻,增資股上市,2022/08/23
6592,和潤企業,法人說明會,2022/08/23
6651,全宇昕,除權息,2022/08/23
6683,雍智科技,除權息,2022/08/23
6683,雍智科技,增資股上市,2022/08/23
6770,力積電,除權息,2022/08/23
8096,擎亞,除權息,2022/08/23
8933,愛地雅,法人說明會,2022/08/23
1326,台化,法人說明會,2022/08/24
1466,聚隆,除權息,2022/08/24
1513,中興電,增資股上市,2022/08/24
1527,鑽全,除權息,2022/08/24
1709,和益,除權息,2022/08/24
1726,永記,除權息,2022/08/24
1817,凱撒衛,法人說明會,2022/08/24
2007,燁興,法人說明會,2022/08/24
2066,世德,除權息,2022/08/24
2363,矽統,除權息,2022/08/24
2428,興勤,除權息,2022/08/24
2497,怡利電,增資股上市,2022/08/24
2630,亞航,法人說明會,2022/08/24
2702,華園,除權息,2022/08/24
2855,統一證,法人說明會,2022/08/24
2887,台新金,除權息,2022/08/24
2947,振宇五金,法人說明會,2022/08/24
3226,至寶電,除權息,2022/08/24
3483,力致,業績發表會,2022/08/24
3552,同致,法人說明會,2022/08/24
3564,其陽,法人說明會,2022/08/24
3591,艾笛森,除權息,2022/08/24
4541,晟田,法人說明會,2022/08/24
4549,桓達,除權息,2022/08/24
4956,光鋐,除權息,2022/08/24
5452,佶優,除權息,2022/08/24
5704,老爺知,股東臨時會,2022/08/24
6192,巨路,法人說明會,2022/08/24
6261,久元,除權息,2022/08/24
6409,旭隼,除權息,2022/08/24
6426,統新,法人說明會,2022/08/24
6469,大樹,業績發表會,2022/08/24
6509,聚和,法人說明會,2022/08/24
6512,啟發電,法人說明會,2022/08/24
6541,泰福-KY,法人說明會,2022/08/24
6594,展匯科,記者會,2022/08/24
6684,安格,記者會,2022/08/24
6691,洋基工程,法人說明會,2022/08/24
6728,上洋,除權息,2022/08/24
6823,濾能,除權息,2022/08/24
8131,福懋科,法人說明會,2022/08/24
8182,加高,業績發表會,2022/08/24
8410,森田,除權息,2022/08/24
8442,威宏-KY,法人說明會,2022/08/24
9105,泰金寶-DR,除權息,2022/08/24
1215,卜蜂,除權息,2022/08/25
1304,台聚,法人說明會,2022/08/25
1321,大洋,除權息,2022/08/25
1464,得力,法人說明會,2022/08/25
1528,恩德,除權息,2022/08/25
1541,錩泰,除權息,2022/08/25
1701,中化,法人說明會,2022/08/25
1762,中化生,法人說明會,2022/08/25
2023,燁輝,法人說明會,2022/08/25
2201,裕隆,除權息,2022/08/25
2227,裕日車,除權息,2022/08/25
2362,藍天,法人說明會,2022/08/25
2383,台光電,除權息,2022/08/25
2436,偉詮電,法人說明會,2022/08/25
2439,美律,除權息,2022/08/25
2441,超豐,除權息,2022/08/25
2460,建通,除權息,2022/08/25
2748,雲品,除權息,2022/08/25
3017,奇鋐,除權息,2022/08/25
3021,鴻名,除權息,2022/08/25
3078,僑威,除權息,2022/08/25
3178,公準,法人說明會,2022/08/25
3206,志豐,除權息,2022/08/25
3209,全科,法人說明會,2022/08/25
3528,安馳,法人說明會,2022/08/25
3563,牧德,法人說明會,2022/08/25
3704,合勤控,除權息,2022/08/25
3715,定穎投控,新股掛牌,2022/08/25
4430,耀億,除權息,2022/08/25
4438,廣越,除權息,2022/08/25
4566,時碩工業,法人說明會,2022/08/25
4720,德淵,法人說明會,2022/08/25
4768,晶呈科技,除權息,2022/08/25
4905,台聯電,除權息,2022/08/25
4942,嘉彰,除權息,2022/08/25
4971,IET-KY,法人說明會,2022/08/25
5269,祥碩,除權息,2022/08/25
5514,三豐,除權息,2022/08/25
5515,建國,法人說明會,2022/08/25
5608,四維航,法人說明會,2022/08/25
6108,競國,除權息,2022/08/25
6109,亞元,除權息,2022/08/25
6118,建達,除權息,2022/08/25
6125,廣運,法人說明會,2022/08/25
6184,大豐電,法人說明會,2022/08/25
6218,豪勉,法人說明會,2022/08/25
6227,茂綸,除權息,2022/08/25
6230,尼得科超眾,除權息,2022/08/25
6251,定穎,終止掛牌,2022/08/25
6443,元晶,增資股上市,2022/08/25
6582,申豐,除權息,2022/08/25
6752,叡揚,除權息,2022/08/25
6790,永豐實,法人說明會,2022/08/25
6806,森崴能源,法人說明會,2022/08/25
6898,程曦資訊-新,業績發表會,2022/08/25
8047,星雲,除權息,2022/08/25
8234,新漢,除權息,2022/08/25
8489,三貝德,除權息,2022/08/25
8926,台汽電,法人說明會,2022/08/25
1108,幸福,除權息,2022/08/26
1210,大成,法人說明會,2022/08/26
1225,福懋油,除權息,2022/08/26
1586,和勤,法人說明會,2022/08/26
1591,駿吉-KY,除權息,2022/08/26
1711,永光,法人說明會,2022/08/26
1722,台肥,除權息,2022/08/26
1737,臺鹽,法人說明會,2022/08/26
1776,展宇,除權息,2022/08/26
1906,寶隆,法人說明會,2022/08/26
1909,榮成,法人說明會,2022/08/26
2038,海光,除權息,2022/08/26
2108,南帝,法人說明會,2022/08/26
2201,裕隆,法人說明會,2022/08/26
2204,中華,法人說明會,2022/08/26
2450,神腦,法人說明會,2022/08/26
2723,美食-KY,法人說明會,2022/08/26
2883,開發金,法人說明會,2022/08/26
2937,集雅社,業績發表會,2022/08/26
3041,揚智,增資股上市,2022/08/26
3147,大綜,法人說明會,2022/08/26
3218,大學光,除權息,2022/08/26
3236,千如,除權息,2022/08/26
3522,御頂,減資後新股掛牌,2022/08/26
3661,世芯-KY,法人說明會,2022/08/26
3693,營邦,除權息,2022/08/26
4128,中天,增資股上市,2022/08/26
4401,東隆興,除權息,2022/08/26
4773,高福-新,股東臨時會,2022/08/26
5243,乙盛-KY,除權息,2022/08/26
5309,系統電,增資股上市,2022/08/26
5464,霖宏,除權息,2022/08/26
5534,長虹,除權息,2022/08/26
5871,中租-KY,法人說明會,2022/08/26
6168,宏齊,除權息,2022/08/26
6171,大城地產,除權息,2022/08/26
6221,晉泰,除權息,2022/08/26
6279,胡連,除權息,2022/08/26
6461,益得,增資股上市,2022/08/26
6482,弘煜科,除權息,2022/08/26
6509,聚和,除權息,2022/08/26
6629,泰金-KY,業績發表會,2022/08/26
6806,森崴能源,除權息,2022/08/26
8032,光菱,除權息,2022/08/26
8112,至上,法人說明會,2022/08/26
8289,泰藝,除權息,2022/08/26
8433,弘帆,業績發表會,2022/08/26
8931,大汽電,法人說明會,2022/08/26
9941,裕融,法人說明會,2022/08/26
1321,大洋,法人說明會,2022/08/29
1439,中和,法人說明會,2022/08/29
1453,大將,除權息,2022/08/29
1514,亞力,除權息,2022/08/29
1531,高林股,除權息,2022/08/29
1539,巨庭,除權息,2022/08/29
1597,直得,除權息,2022/08/29
1603,華電,除權息,2022/08/29
1609,大亞,除權息,2022/08/29
1783,和康生,法人說明會,2022/08/29
2211,長榮鋼,除權息,2022/08/29
2371,大同,法人說明會,2022/08/29
2420,新巨,除權息,2022/08/29
2442,新美齊,除權息,2022/08/29
2812,台中銀,法人說明會,2022/08/29
2882,國泰金,法人說明會,2022/08/29
3162,精確,除權息,2022/08/29
3188,鑫龍騰,除權息,2022/08/29
4523,永彰,增資股上市,2022/08/29
5013,強新,除權息,2022/08/29
5202,力新,除權息,2022/08/29
5392,能率,除權息,2022/08/29
5603,陸海,除權息,2022/08/29
6216,居易,除權息,2022/08/29
6220,岳豐,增資股上市,2022/08/29
6245,立端,除權息,2022/08/29
6589,台康生技,增資股上市,2022/08/29
6613,朋億*,增資股上市,2022/08/29
1210,大成,除權息,2022/08/30
1229,聯華,除權息,2022/08/30
1235,興泰,除權息,2022/08/30
1268,漢來美食,除權息,2022/08/30
1409,新纖,除權息,2022/08/30
1409,新纖,法人說明會,2022/08/30
2023,燁輝,除權息,2022/08/30
2059,川湖,除權息,2022/08/30
2328,廣宇,除權息,2022/08/30
2430,燦坤,法人說明會,2022/08/30
2484,希華,除權息,2022/08/30
2506,太設,除權息,2022/08/30
2630,亞航,除權息,2022/08/30
2702,華園,法人說明會,2022/08/30
2888,新光金,法人說明會,2022/08/30
3086,華義,除權息,2022/08/30
3265,台星科,法人說明會,2022/08/30
3349,寶德,除權息,2022/08/30
4104,佳醫,除權息,2022/08/30
4207,環泰,除權息,2022/08/30
4707,磐亞,除權息,2022/08/30
4726,永昕,法人說明會,2022/08/30
4773,高福-新,除權息,2022/08/30
4930,燦星網,法人說明會,2022/08/30
5206,坤悅,除權息,2022/08/30
5704,老爺知,法人說明會,2022/08/30
5706,鳳凰,法人說明會,2022/08/30
6168,宏齊,法人說明會,2022/08/30
6257,矽格,法人說明會,2022/08/30
6472,保瑞,股東臨時會,2022/08/30
6472,保瑞,除權息,2022/08/30
6719,力智,除權息,2022/08/30
8071,能率網通,除權息,2022/08/30
8076,伍豐,除權息,2022/08/30
8403,盛弘,除權息,2022/08/30
8488,吉源-KY,除權息,2022/08/30
1103,嘉泥,法人說明會,2022/08/31
1109,信大,法人說明會,2022/08/31
1309,台達化,增資股上市,2022/08/31
2233,宇隆,股東臨時會,2022/08/31
2331,精英,法人說明會,2022/08/31
2415,錩新,除權息,2022/08/31
2431,聯昌,法人說明會,2022/08/31
2491,吉祥全,增資股上市,2022/08/31
2539,櫻花建,除權息,2022/08/31
2732,六角,除權息,2022/08/31
2801,彰銀,法人說明會,2022/08/31
2849,安泰銀,法人說明會,2022/08/31
2884,玉山金,增資股上市,2022/08/31
2890,永豐金,法人說明會,2022/08/31
2892,第一金,法人說明會,2022/08/31
3090,日電貿,增資股上市,2022/08/31
3339,泰谷,增資股上市,2022/08/31
3360,尚立,法人說明會,2022/08/31
3556,禾瑞亞,增資股上市,2022/08/31
4107,邦特,除權息,2022/08/31
4555,氣立,除權息,2022/08/31
4944,兆遠,減資後新股掛牌,2022/08/31
6214,精誠,法人說明會,2022/08/31
6230,尼得科超眾,法人說明會,2022/08/31
6244,茂迪,增資股上市,2022/08/31
6830,汎銓,新股掛牌,2022/08/31
8109,博大,法人說明會,2022/08/31
8941,關中,法人說明會,2022/08/31
9926,新海,法人說明會,2022/08/31
9941,裕融,增資股上市,2022/08/31
,兆豐新光R1,除權息,2022/09/01
1203,味王,除權息,2022/09/01
1586,和勤,除權息,2022/09/01
2207,和泰車,法人說明會,2022/09/01
2405,輔信,增資股上市,2022/09/01
2436,偉詮電,除權息,2022/09/01
2465,麗臺,除權息,2022/09/01
2489,瑞軒,除權息,2022/09/01
2608,嘉里大榮,業績發表會,2022/09/01
2886,兆豐金,法人說明會,2022/09/01
3036,文曄,法人說明會,2022/09/01
3455,由田,除權息,2022/09/01
3577,泓格,法人說明會,2022/09/01
3617,碩天,法人說明會,2022/09/01
3653,健策,除權息,2022/09/01
3661,世芯-KY,增資股上市,2022/09/01
3665,貿聯-KY,法人說明會,2022/09/01
4417,金洲,法人說明會,2022/09/01
5288,豐祥-KY,除權息,2022/09/01
6140,訊達,除權息,2022/09/01
6190,萬泰科,法人說明會,2022/09/01
6496,科懋,法人說明會,2022/09/01
6799,來頡,法人說明會,2022/09/01
6834,天二科技,新股掛牌,2022/09/01
8171,天宇,增資股上市,2022/09/01
1219,福壽,法人說明會,2022/09/02
2049,上銀,增資股上市,2022/09/02
2308,台達電,法人說明會,2022/09/02
2633,台灣高鐵,法人說明會,2022/09/02
3037,欣興,法人說明會,2022/09/02
3164,景岳,法人說明會,2022/09/02
3577,泓格,除權息,2022/09/02
5213,亞昕,增資股上市,2022/09/02
5283,禾聯碩,除權息,2022/09/02
5289,宜鼎,增資股上市,2022/09/02
9802,鈺齊-KY,法人說明會,2022/09/02
2347,聯強,法人說明會,2022/08/08
2352,佳世達,法人說明會,2022/08/08
2385,群光,法人說明會,2022/08/08
2534,宏盛,除權息,2022/08/08
4580,捷流閥業,除權息,2022/08/08
4972,湯石照明,法人說明會,2022/08/08
4987,科誠,除權息,2022/08/08
5284,jpp-KY,法人說明會,2022/08/08
5519,隆大,除權息,2022/08/08
5607,遠雄港,除權息,2022/08/08
6109,亞元,減資後新股掛牌,2022/08/08
6703,軒郁,除權息,2022/08/08
8480,泰昇-KY,除權息,2022/08/08
1339,昭輝,法人說明會,2022/08/09
1455,集盛,除權息,2022/08/09
1476,儒鴻,法人說明會,2022/08/09
1626,艾美特-KY,法人說明會,2022/08/09
1815,富喬,除權息,2022/08/09
2023,燁輝,除權息,2022/08/09
2358,廷鑫,除權息,2022/08/09
2383,台光電,法人說明會,2022/08/09
2414,精技,法人說明會,2022/08/09
2439,美律,法人說明會,2022/08/09
2547,日勝生,除權息,2022/08/09
2838,聯邦銀,法人說明會,2022/08/09
2915,潤泰全,除權息,2022/08/09
3017,奇鋐,法人說明會,2022/08/09
3152,璟德,除權息,2022/08/09
3221,台嘉碩,法人說明會,2022/08/09
3227,原相,法人說明會,2022/08/09
4416,三圓,除權息,2022/08/09
4551,智伸科,法人說明會,2022/08/09
4746,台耀,記者會,2022/08/09
4958,臻鼎-KY,法人說明會,2022/08/09
4971,IET-KY,法人說明會,2022/08/09
5274,信驊,增資股上市,2022/08/09
5469,瀚宇博,除權息,2022/08/09
6112,邁達特,法人說明會,2022/08/09
6180,橘子,法人說明會,2022/08/09
6191,精成科,除權息,2022/08/09
6202,盛群,除權息,2022/08/09
6770,力積電,增資股上市,2022/08/09
6811,宏碁資訊,新股掛牌,2022/08/09
8027,鈦昇,法人說明會,2022/08/09
8046,南電,法人說明會,2022/08/09
8099,大世科,除權息,2022/08/09
8171,天宇,除權息,2022/08/09
8183,精星,除權息,2022/08/09
8410,森田,法人說明會,2022/08/09
9934,成霖,法人說明會,2022/08/09
9942,茂順,除權息,2022/08/09
1789,神隆,法人說明會,2022/08/10
2059,川湖,法人說明會,2022/08/10
2317,鴻海,法人說明會,2022/08/10
2383,台光電,法人說明會,2022/08/10
2480,敦陽科,法人說明會,2022/08/10
2492,華新科,除權息,2022/08/10
2851,中再保,股東臨時會,2022/08/10
2890,永豐金,除權息,2022/08/10
3138,耀登,除權息,2022/08/10
3443,創意,法人說明會,2022/08/10
3529,力旺,法人說明會,2022/08/10
3581,博磊,除權息,2022/08/10
3611,鼎翰,法人說明會,2022/08/10
4923,力士,法人說明會,2022/08/10
5220,萬達光電,法人說明會,2022/08/10
5278,尚凡,除權息,2022/08/10
5880,合庫金,除權息,2022/08/10
6183,關貿,法人說明會,2022/08/10
6277,宏正,法人說明會,2022/08/10
6643,M31,增資股上市,2022/08/10
1419,新紡,除權息,2022/08/11
1444,力麗,除權息,2022/08/11
1569,濱川,除權息,2022/08/11
1583,程泰,除權息,2022/08/11
1712,興農,法人說明會,2022/08/11
1717,長興,法人說明會,2022/08/11
2241,艾姆勒,法人說明會,2022/08/11
2357,華碩,法人說明會,2022/08/11
2365,昆盈,除權息,2022/08/11
2387,精元,除權息,2022/08/11
2476,鉅祥,除權息,2022/08/11
2641,正德,除權息,2022/08/11
2801,彰銀,除權息,2022/08/11
2880,華南金,除權息,2022/08/11
2880,華南金,法人說明會,2022/08/11
2886,兆豐金,除權息,2022/08/11
3162,精確,法人說明會,2022/08/11
3268,海德威,除權息,2022/08/11
3374,精材,法人說明會,2022/08/11
3376,新日興,法人說明會,2022/08/11
3430,奇鈦科,業績發表會,2022/08/11
3558,神準,除權息,2022/08/11
3592,瑞鼎,法人說明會,2022/08/11
3665,貿聯-KY,增資股上市,2022/08/11
3673,TPK-KY,法人說明會,2022/08/11
4161,聿新科,除權息,2022/08/11
4528,江興鍛,除權息,2022/08/11
4528,江興鍛,法人說明會,2022/08/11
5203,訊連,除權息,2022/08/11
5223,安力-KY,除權息,2022/08/11
5321,美而快,增資股上市,2022/08/11
5434,崇越,法人說明會,2022/08/11
6143,振曜,除權息,2022/08/11
6210,慶生,除權息,2022/08/11
6414,樺漢,法人說明會,2022/08/11
6643,M31,法人說明會,2022/08/11
6719,力智,法人說明會,2022/08/11
8040,九暘,法人說明會,2022/08/11
8081,致新,法人說明會,2022/08/11
8341,日友,法人說明會,2022/08/11
8473,山林水,除權息,2022/08/11
8478,東哥遊艇,法人說明會,2022/08/11
8917,欣泰,除權息,2022/08/11
9914,美利達,除權息,2022/08/11
9924,福興,法人說明會,2022/08/11
9940,信義,法人說明會,2022/08/11
9960,邁達康,除權息,2022/08/11
1795,美時,法人說明會,2022/08/12
2250,IKKA-KY,增資股上市,2022/08/12
2885,元大金,除權息,2022/08/12
3071,協禧,除權息,2022/08/12
3088,艾訊,除權息,2022/08/12
3357,臺慶科,業績發表會,2022/08/12
3587,閎康,法人說明會,2022/08/12
3704,合勤控,法人說明會,2022/08/12
4123,晟德,增資股上市,2022/08/12
4536,拓凱,法人說明會,2022/08/12
4806,昇華,股東臨時會,2022/08/12
5471,松翰,法人說明會,2022/08/12
6271,同欣電,法人說明會,2022/08/12
8011,台通,法人說明會,2022/08/12
8028,昇陽半導體,增資股上市,2022/08/12
8050,廣積,業績發表會,2022/08/12
8432,東生華,法人說明會,2022/08/12
8924,大田,業績發表會,2022/08/12
9945,潤泰新,除權息,2022/08/12
1102,亞泥,法人說明會,2022/08/15
1435,中福,股東會,2022/08/15
1605,華新,增資股上市,2022/08/15
1905,華紙,法人說明會,2022/08/15
1907,永豐餘,法人說明會,2022/08/15
2397,友通,法人說明會,2022/08/15
2420,新巨,法人說明會,2022/08/15
2430,燦坤,減資後新股掛牌,2022/08/15
2884,玉山金,法人說明會,2022/08/15
3114,好德,除權息,2022/08/15
4114,健喬,增資股上市,2022/08/15
4162,智擎,除權息,2022/08/15
4198,欣大健康,減資後新股掛牌,2022/08/15
4744,皇將,除權息,2022/08/15
5284,jpp-KY,增資股上市,2022/08/15
6112,邁達特,增資股上市,2022/08/15
6231,系微,法人說明會,2022/08/15
6248,沛波,增資股上市,2022/08/15
6288,聯嘉,法人說明會,2022/08/15
6411,晶焱,除權息,2022/08/15
6416,瑞祺電通,除權息,2022/08/15
6799,來頡,增資股上市,2022/08/15
8210,勤誠,法人說明會,2022/08/15
,元大美債20年,除權息,2022/08/16
,國泰股利精選30,除權息,2022/08/16
,元大中國債3-5,除權息,2022/08/16
,群益15年IG公用債,除權息,2022/08/16
,群益15年EM主權債,除權息,2022/08/16
,元大10年IG銀行債,除權息,2022/08/16
,群益7+中國政金債,除權息,2022/08/16
,凱基IG精選15+,除權息,2022/08/16
,群益1-5年IG債,除權息,2022/08/16
,國泰台灣5G+,除權息,2022/08/16
,中信小資高價30,除權息,2022/08/16
,富邦特選高股息30,除權息,2022/08/16
1504,東元,法人說明會,2022/08/16
