date,draw_id,draw_results,special_number,guess_size,guess_odd
20220127,111005470,03 10 14 18 19 22 24 26 30 31 32 34 41 42 45 51 58 63 76 80,80,－,雙
20220127,111005469,02 07 09 12 19 30 35 41 42 48 50 51 53 55 56 57 61 64 71 73,61,大,小單
20220127,111005468,03 17 19 20 22 23 24 25 29 34 42 55 58 59 64 65 67 74 75 79,23,－,小單
20220127,111005467,03 04 08 11 12 13 21 23 25 27 35 38 39 46 48 49 50 51 63 79,63,小,單
20220127,111005466,03 05 09 18 26 27 28 29 30 32 35 38 44 53 57 59 63 68 78 79,26,－,小單
20220127,111005465,04 09 15 18 20 23 24 31 36 38 40 46 47 59 63 65 67 68 69 71,23,－,小單
20220127,111005464,03 09 20 22 24 25 26 30 35 44 46 56 57 58 63 71 72 73 77 78,24,－,小雙
20220127,111005463,11 14 21 28 29 30 31 32 38 44 49 51 57 58 64 69 71 73 74 78,14,－,和
20220127,111005462,13 14 23 24 26 34 35 37 40 41 46 47 49 51 53 54 60 65 74 77,54,－,小單
20220127,111005461,03 04 11 12 13 14 28 29 32 39 40 48 52 56 67 71 72 73 77 78,13,－,小雙
20220127,111005460,02 03 07 12 16 17 27 30 32 33 36 41 43 46 53 55 63 64 66 74,46,－,和
20220127,111005459,06 07 08 09 10 16 18 20 21 34 47 48 55 56 59 60 68 69 74 79,47,－,小雙
20220127,111005458,07 10 11 16 18 26 27 31 34 36 41 43 47 55 61 71 72 73 76 79,27,－,小單
20220127,111005457,06 07 09 14 16 18 21 22 23 30 34 36 54 63 64 65 70 75 77 78,21,－,小雙
20220127,111005456,01 02 03 04 11 14 15 28 35 36 40 45 49 53 57 70 71 72 76 79,2,－,小單
20220127,111005455,01 04 05 06 11 13 21 22 26 28 30 31 36 42 44 46 50 57 61 71,5,小,小雙
20220127,111005454,02 08 14 24 26 28 29 32 35 41 50 51 54 55 60 61 65 68 73 79,24,－,小雙
20220127,111005453,01 02 07 08 13 15 19 28 33 38 43 55 60 62 66 67 68 71 74 78,13,－,和
20220127,111005452,01 04 11 17 20 28 30 33 37 39 40 42 46 49 51 53 54 60 69 77,11,－,小單
20220127,111005451,03 04 09 10 20 21 33 35 36 39 41 43 47 52 56 63 65 68 77 78,36,－,小單
20220127,111005450,06 15 16 20 23 25 28 30 32 38 43 44 47 49 50 55 59 69 72 78,69,－,小雙
20220127,111005449,08 10 14 23 32 35 44 47 48 53 56 57 63 66 67 69 71 72 74 80,71,大,小雙
20220127,111005448,03 06 07 11 17 26 31 32 34 36 46 48 49 51 59 62 66 72 78 80,32,－,小雙
20220127,111005447,03 08 09 16 21 22 23 34 41 46 47 51 55 58 60 65 70 71 76 79,79,－,小單
20220127,111005446,07 09 10 12 18 19 20 27 29 33 34 37 44 47 52 59 61 63 66 78,7,－,小單
20220127,111005445,07 09 14 16 18 22 26 27 28 34 36 37 42 47 48 53 55 66 70 78,16,－,雙
20220127,111005444,03 04 06 10 11 19 20 23 27 28 32 34 37 46 52 53 63 70 71 74,52,小,小雙
20220127,111005443,05 06 09 11 16 23 33 38 44 50 52 55 56 62 63 64 65 72 75 78,55,－,小雙
20220127,111005442,08 12 25 27 31 36 41 44 49 50 57 59 62 63 66 67 71 72 76 79,8,大,小單
20220127,111005441,04 08 10 11 13 21 22 24 26 37 42 44 45 47 50 66 68 69 72 73,47,－,小雙
20220127,111005440,12 15 18 20 24 31 34 36 37 44 51 54 56 59 61 64 67 69 75 79,36,－,和
20220127,111005439,02 04 05 07 08 20 30 31 38 40 45 47 50 53 57 61 65 70 74 76,8,－,小雙
20220127,111005438,05 13 15 17 19 21 29 31 33 34 35 36 37 38 45 52 64 69 71 74,37,小,單
20220127,111005437,02 03 09 11 16 17 20 24 34 36 39 41 42 43 53 56 59 60 65 71,3,－,小單
20220127,111005436,10 11 13 22 25 34 36 37 42 46 47 57 60 62 69 71 73 77 79 80,10,－,小單
20220127,111005435,03 06 07 11 13 15 18 20 23 31 38 39 47 50 53 57 59 77 78 80,53,－,單
20220127,111005434,01 02 05 06 11 20 26 27 29 31 39 43 59 61 65 68 70 75 79 80,31,－,單
20220127,111005433,06 09 15 23 27 29 33 37 40 45 56 57 58 61 69 70 72 73 75 76,15,－,單
20220127,111005432,01 06 17 22 27 30 31 35 40 45 48 53 59 60 66 73 75 77 79 80,77,－,小單
20220127,111005431,04 09 12 21 29 30 35 38 44 45 46 48 52 54 55 60 66 68 71 80,80,－,雙
20220127,111005430,01 06 13 18 21 27 28 30 31 32 39 44 48 50 60 62 64 67 68 77,31,－,小雙
20220127,111005429,02 07 08 09 13 15 16 17 20 25 30 32 45 47 48 51 60 61 72 74,17,－,和
20220127,111005428,02 07 15 16 18 19 22 26 40 42 47 50 55 58 60 61 63 66 71 80,50,－,小雙
20220127,111005427,01 04 07 09 14 15 17 25 29 31 34 36 47 48 50 53 56 69 72 77,36,－,小單
20220127,111005426,08 15 17 18 22 24 27 28 29 33 44 50 53 54 55 62 63 65 77 80,18,－,和
20220127,111005425,08 10 12 16 18 22 25 28 36 37 44 46 48 51 53 54 61 64 68 80,22,－,雙
20220127,111005424,05 09 10 19 22 25 28 32 34 43 53 56 60 62 67 68 72 74 78 79,22,－,小雙
20220127,111005423,03 11 14 18 20 22 24 28 31 32 33 39 40 53 63 64 70 71 72 75,11,小,小雙
20220127,111005422,02 03 12 16 18 20 24 27 29 32 34 39 47 52 53 61 68 69 70 76,29,－,小雙
20220127,111005421,15 21 26 29 34 40 49 50 53 55 61 62 64 66 67 69 70 74 75 78,49,大,和
20220127,111005420,01 02 03 08 12 27 30 31 33 37 43 46 47 54 56 59 68 71 73 76,73,－,小單
20220127,111005419,02 03 06 09 13 15 23 26 32 35 37 43 49 57 61 68 69 70 75 80,61,－,單
20220127,111005418,12 18 21 22 25 28 34 38 39 42 45 50 52 58 61 65 70 72 78 80,25,－,雙
20220127,111005417,03 06 11 14 15 26 29 32 35 40 43 49 51 54 57 61 63 64 72 78,15,－,小單
20220127,111005416,04 06 10 13 18 31 34 35 46 51 54 55 58 60 61 62 66 71 72 79,66,－,小雙
20220127,111005415,11 14 22 23 26 29 31 33 35 37 39 40 42 45 57 58 68 71 73 74,71,－,小單
20220127,111005414,01 03 08 15 16 23 25 31 35 36 40 51 52 53 60 62 66 69 71 78,36,－,小單
20220127,111005413,05 06 16 18 25 26 28 35 36 41 46 49 50 52 53 55 58 61 67 71,41,－,和
20220127,111005412,01 02 10 12 17 19 25 28 38 40 48 51 52 54 61 62 66 68 69 78,17,－,雙
20220127,111005411,01 06 09 10 11 13 14 15 16 23 24 25 29 34 36 37 41 47 52 53,24,小,小單
20220127,111005410,01 05 13 15 19 27 28 35 37 39 40 48 52 53 56 58 62 66 70 79,62,－,小單
20220127,111005409,02 10 17 28 30 32 39 42 44 45 46 47 56 57 60 64 74 76 77 78,28,大,雙
20220127,111005408,03 11 12 17 26 28 30 38 42 43 48 50 54 57 58 59 61 66 71 79,3,－,小雙
20220127,111005407,10 13 16 17 23 25 28 45 48 56 57 58 62 65 66 71 74 76 77 79,76,大,和
20220127,111005406,01 03 08 16 19 30 34 36 37 39 40 43 46 49 51 54 57 68 75 76,34,－,和
20220127,111005405,05 06 10 15 25 27 28 30 33 39 41 50 51 56 57 58 59 68 76 80,80,－,和
20220127,111005404,06 09 11 21 22 23 30 31 42 43 45 48 54 57 59 60 65 71 72 73,45,－,小單
20220127,111005403,02 05 06 08 15 22 25 32 34 36 37 44 50 52 58 60 66 67 77 79,44,－,雙
20220127,111005402,01 02 04 16 20 24 25 26 29 41 42 51 53 54 58 60 61 70 71 78,71,－,小雙
20220127,111005401,01 02 04 06 09 11 15 17 22 46 50 56 57 58 60 65 66 72 73 75,46,－,小雙
20220127,111005400,01 05 07 10 12 14 15 17 20 23 36 46 51 55 57 58 66 74 78 79,7,－,和
20220127,111005399,04 05 08 11 22 24 25 29 35 40 41 43 44 49 56 58 67 72 74 79,56,－,和
20220127,111005398,01 10 13 18 20 22 25 28 31 40 47 57 58 60 62 66 68 71 77 79,10,－,小雙
20220127,111005397,03 06 08 09 12 21 22 23 28 33 35 37 44 51 56 62 66 73 78 80,35,－,小雙
20220127,111005396,04 05 09 11 12 14 18 19 20 29 45 49 52 60 64 69 74 76 77 78,64,－,小雙
20220127,111005395,04 06 08 17 23 35 38 40 46 50 52 58 59 61 62 65 71 77 78 80,46,－,小雙
20220127,111005394,04 05 10 19 33 37 40 43 44 45 46 47 48 54 55 68 74 76 77 80,40,大,小雙
20220127,111005393,04 09 11 13 19 26 31 32 33 35 37 42 45 51 53 65 69 74 78 80,78,－,單
20220127,111005392,01 04 09 10 15 18 20 23 31 44 55 58 61 65 66 68 69 71 74 78,10,－,和
20220127,111005391,06 07 11 17 22 23 26 30 31 32 35 38 39 43 47 57 62 65 71 75,31,小,單
20220127,111005390,06 07 08 10 22 25 27 30 41 44 46 50 51 53 57 61 65 72 78 79,79,－,和
20220127,111005389,04 12 17 27 28 33 36 37 39 42 43 45 47 51 52 55 63 64 66 68,45,－,小單
20220127,111005388,03 06 07 16 20 24 25 30 35 37 39 40 41 42 45 48 51 55 75 76,55,－,小單
20220127,111005387,06 14 20 22 26 29 33 37 38 46 47 49 50 61 62 64 69 71 75 77,33,－,和
20220127,111005386,02 06 15 16 20 21 22 23 26 31 36 37 43 44 49 55 67 75 76 79,26,－,小單
20220127,111005385,10 13 16 19 24 30 39 40 43 44 46 52 57 60 66 67 70 72 76 77,46,－,雙
20220127,111005384,06 08 11 13 19 28 32 34 36 41 45 48 51 53 57 62 66 75 76 79,6,－,和
20220127,111005383,05 06 08 09 10 14 15 18 32 34 45 46 58 61 64 66 68 69 70 80,70,－,雙
20220127,111005382,04 05 06 08 11 14 16 19 32 45 51 52 57 60 65 67 68 76 78 80,6,－,小雙
20220127,111005381,02 03 06 08 11 18 26 29 31 39 45 56 62 65 69 71 72 76 77 78,78,－,和
20220127,111005380,02 05 07 08 14 20 23 24 29 32 33 36 37 40 47 53 57 66 68 78,66,小,小雙
20220127,111005379,02 07 08 14 20 22 24 25 33 38 40 48 54 55 63 64 65 68 74 76,76,－,雙
20220127,111005378,08 09 13 16 22 23 26 34 35 36 38 43 46 50 52 55 62 63 64 69,64,－,小雙
20220127,111005377,07 09 10 11 18 19 21 26 30 31 34 36 40 46 52 67 69 72 78 80,21,小,小雙
20220127,111005376,01 14 16 17 18 20 28 32 36 38 40 55 56 60 63 66 67 74 78 80,17,－,雙
20220127,111005375,05 15 16 17 20 29 31 32 37 39 40 42 52 60 61 63 66 72 75 77,42,－,小單
20220127,111005374,10 12 14 15 16 20 21 23 25 30 38 51 58 62 63 66 67 70 72 74,58,－,雙
20220127,111005373,01 06 10 11 16 21 24 27 29 33 38 39 42 48 50 52 54 74 76 77,16,－,小雙
20220127,111005372,01 04 09 13 20 21 25 26 29 31 32 38 57 63 66 67 71 73 77 79,21,－,單
20220127,111005371,03 10 11 15 17 28 31 39 41 42 49 60 63 65 66 67 70 71 72 73,73,－,單
20220127,111005370,06 07 08 10 21 23 25 27 29 33 38 40 44 46 52 53 55 60 65 73,33,－,小單
20220127,111005369,05 06 13 18 30 34 38 39 41 42 47 48 50 52 53 59 64 70 71 79,42,－,小雙
20220127,111005368,03 04 11 13 14 15 18 19 20 30 31 50 52 54 59 62 65 70 76 80,3,－,小雙
20220127,111005367,01 12 16 17 20 21 28 32 33 36 40 51 53 59 69 71 72 74 77 78,72,－,和
20220127,111005366,04 07 10 11 15 19 23 26 29 31 33 41 45 51 52 53 58 61 65 76,15,－,單
20220127,111005365,26 28 34 37 38 39 41 42 52 53 55 56 58 62 63 64 71 73 76 80,64,大,小雙
20220127,111005364,01 03 06 16 17 21 22 23 26 32 44 46 47 54 56 57 62 66 73 74,66,－,小雙
20220127,111005363,01 06 09 11 14 19 22 26 37 47 48 52 53 54 56 59 60 65 75 79,60,－,小單
20220127,111005362,02 08 10 14 18 21 23 27 31 34 37 39 47 53 54 55 60 61 63 79,55,－,小單
20220127,111005361,02 05 06 13 15 16 17 20 24 35 42 46 47 52 60 65 66 71 75 80,42,－,小雙
20220127,111005360,03 04 06 10 17 30 34 35 37 39 40 44 50 53 55 56 70 72 73 74,34,－,小雙
20220127,111005359,02 03 04 08 18 19 24 25 28 29 32 36 43 47 51 60 61 68 74 80,25,－,小雙
20220127,111005358,04 05 09 11 15 19 22 28 30 34 42 45 49 61 62 63 67 68 75 77,22,－,小單
20220127,111005357,01 24 27 28 32 38 39 41 47 53 54 62 63 65 66 70 71 74 77 80,80,大,和
20220127,111005356,01 05 06 17 19 21 22 23 35 39 41 44 50 57 61 62 69 73 76 77,6,－,單
20220127,111005355,03 09 11 17 23 24 25 26 29 37 38 41 46 49 61 65 68 72 76 78,25,－,小單
20220127,111005354,01 02 08 16 24 25 28 38 42 43 46 47 48 52 54 55 59 65 68 77,28,－,小雙
20220127,111005353,01 05 07 09 10 11 15 19 20 23 30 33 38 43 44 55 56 57 73 74,5,小,單
20220127,111005352,06 13 14 20 21 23 27 28 30 34 36 40 49 51 57 59 63 64 65 71,51,－,小單
20220127,111005351,05 06 09 11 19 25 36 39 40 45 47 54 55 56 57 58 63 64 69 73,11,－,單
20220127,111005350,07 13 14 15 17 26 27 32 39 42 43 47 57 59 64 70 71 72 77 80,70,－,小單
20220127,111005349,02 03 09 15 17 19 24 25 34 39 40 42 45 59 62 65 72 77 78 80,72,－,小單
20220127,111005348,05 06 08 21 22 30 34 37 40 50 51 56 60 67 68 69 75 76 77 78,37,－,小雙
20220127,111005347,01 10 12 15 16 19 23 26 28 32 33 34 37 45 48 52 53 57 63 68,57,小,和
20220127,111005346,01 08 12 20 21 23 25 27 28 29 35 41 60 65 67 69 70 74 76 78,74,－,小單
20220127,111005345,05 14 17 19 23 25 32 33 36 40 46 47 54 56 57 61 63 70 74 76,19,－,和
20220127,111005344,03 05 06 07 09 10 17 25 31 32 39 44 47 49 51 54 60 64 75 77,5,－,單
20220127,111005343,03 04 10 13 14 17 21 24 30 38 44 46 50 54 66 67 69 70 73 80,30,－,雙
20220127,111005342,03 04 10 16 18 22 23 28 36 41 47 51 55 61 62 63 64 65 71 75,55,－,小單
20220127,111005341,02 03 15 16 17 24 29 41 43 44 46 48 49 51 58 65 68 69 70 71,69,大,小單
20220127,111005340,01 07 15 17 18 19 32 34 36 43 44 47 55 59 61 64 70 71 73 80,17,－,小單
20220127,111005339,10 14 23 30 31 32 35 39 40 42 45 49 54 55 59 65 67 71 75 77,30,－,單
20220127,111005338,02 05 08 10 18 24 26 37 39 40 41 43 44 46 48 50 54 69 71 78,54,－,雙
20220127,111005337,02 06 08 11 18 21 28 29 31 33 37 40 41 43 49 54 67 71 73 78,33,－,小單
20220127,111005336,02 08 13 19 22 24 26 30 32 35 39 43 44 54 55 60 64 68 70 80,68,－,雙
20220127,111005335,04 07 11 12 14 15 27 34 36 42 47 50 52 53 56 60 61 77 78 80,53,－,小雙
20220127,111005334,06 11 12 14 17 19 23 24 29 36 42 48 53 54 56 61 66 67 73 77,36,－,和
20220127,111005333,01 02 04 08 14 25 35 38 39 42 46 54 58 60 65 66 67 72 74 76,72,－,雙
20220127,111005332,13 14 18 20 28 32 36 40 44 45 48 51 53 54 56 59 60 66 67 76,13,－,雙
20220127,111005331,03 04 06 07 23 26 27 35 41 44 53 59 61 68 70 71 72 75 78 79,72,－,小單
20220127,111005330,04 06 07 16 17 21 44 53 56 58 62 63 65 66 67 68 72 73 76 77,44,大,小雙
20220127,111005329,01 06 10 11 12 15 17 20 25 27 29 34 37 42 43 45 70 75 77 78,1,小,小單
20220127,111005328,01 02 06 15 30 33 39 42 53 55 56 57 58 62 66 70 72 73 75 78,55,大,小雙
20220127,111005327,01 09 10 11 22 28 31 32 33 36 38 40 50 54 55 57 61 62 77 78,10,－,小雙
20220127,111005326,03 04 05 12 13 16 18 21 26 27 36 40 42 43 48 53 55 58 66 72,36,－,小雙
20220127,111005325,06 13 16 20 21 24 25 26 31 32 35 37 44 48 51 58 59 74 76 80,76,－,小雙
20220127,111005324,02 03 04 08 10 13 14 25 26 29 30 33 37 39 51 54 58 67 69 76,67,小,和
20220127,111005323,02 04 05 06 16 18 19 21 27 31 42 46 49 50 58 60 76 78 79 80,58,－,雙
20220127,111005322,01 06 10 14 17 19 20 33 36 38 39 41 44 50 59 61 62 64 67 68,44,－,小雙
20220127,111005321,09 21 23 28 29 31 32 39 44 49 52 60 61 65 68 74 77 78 79 80,60,－,小單
20220127,111005320,01 11 12 19 21 24 31 32 33 37 46 47 48 61 62 66 71 73 76 77,37,－,小單
20220127,111005319,11 12 13 14 18 20 24 28 32 33 36 37 42 52 54 55 58 60 72 77,54,－,雙
20220127,111005318,06 13 14 15 17 20 24 26 27 29 34 36 38 40 43 47 57 61 64 72,47,小,小雙
20220127,111005317,02 07 09 12 19 20 21 31 37 38 41 42 51 53 55 58 63 68 74 77,7,－,小單
20220127,111005316,04 07 09 11 15 21 26 35 42 44 54 56 57 58 59 60 65 66 73 80,11,－,和
20220127,111005315,02 04 12 16 25 30 33 36 39 54 55 56 63 64 69 71 73 74 77 79,39,－,和
20220127,111005314,04 06 08 14 18 19 21 23 26 30 31 36 40 42 52 54 58 70 71 80,54,小,雙
20220127,111005313,10 14 26 28 31 33 34 41 44 47 51 52 56 57 59 60 71 72 79 80,33,大,小雙
20220127,111005312,02 05 06 10 11 14 17 24 28 41 44 45 47 48 52 61 71 72 78 80,80,－,小雙
20220127,111005311,06 07 08 09 15 17 20 33 40 43 44 50 52 55 58 60 61 66 67 80,60,－,小雙
20220127,111005310,01 06 16 21 25 26 30 31 33 43 46 47 54 55 60 67 69 70 72 74,1,－,和
20220127,111005309,03 06 12 14 16 17 20 22 27 29 35 36 47 51 56 60 62 65 66 69,36,－,小雙
20220127,111005308,03 07 09 11 12 14 16 20 26 35 36 39 49 51 56 57 59 62 76 79,11,－,小單
20220127,111005307,09 10 12 13 14 27 31 32 38 39 45 48 50 54 56 62 63 67 75 77,27,－,和
20220127,111005306,01 02 20 21 22 34 39 49 52 53 54 56 58 63 64 66 67 70 74 75,58,大,小雙
20220127,111005305,02 06 07 08 12 15 16 23 33 39 43 44 45 48 55 60 61 69 71 74,2,－,小單
20220127,111005304,02 03 13 14 16 21 22 27 35 38 45 52 55 57 58 68 71 72 77 78,35,－,和
20220127,111005303,01 06 12 15 16 17 20 25 26 27 29 31 32 34 40 51 61 66 73 75,61,小,小單
20220127,111005302,03 05 08 14 19 24 30 35 36 49 50 51 57 58 59 62 69 71 75 80,19,－,小單
20220127,111005301,05 14 19 33 35 38 40 46 48 51 53 58 59 63 67 70 75 76 77 79,19,大,小單
20220127,111005300,07 08 10 11 12 14 19 21 27 29 30 38 41 51 54 59 68 71 72 75,38,－,小單
20220127,111005299,01 08 20 23 25 27 28 35 39 42 47 55 59 63 64 70 71 72 73 75,27,－,單
20220127,111005298,01 10 18 22 25 27 28 29 32 34 35 36 40 41 43 46 53 64 72 78,25,小,小雙
20220127,111005297,05 12 15 16 17 19 23 25 30 32 40 44 45 49 54 55 59 64 74 76,23,－,和
20220127,111005296,04 05 08 09 10 15 16 18 21 27 28 30 52 55 58 61 66 67 74 79,58,－,小雙
20220127,111005295,06 09 15 16 18 22 27 28 30 35 37 47 48 56 57 58 63 67 75 78,57,－,和
20220127,111005294,11 16 17 23 25 49 50 53 55 56 58 60 61 64 66 71 72 75 76 80,58,大,和
20220127,111005293,05 08 12 14 22 26 34 40 42 47 51 53 54 61 64 65 68 72 76 79,22,－,雙
20220127,111005292,02 03 04 06 07 11 19 22 31 43 50 57 66 68 69 71 76 78 79 80,76,－,和
20220127,111005291,01 09 17 24 26 28 35 36 37 40 45 46 55 59 63 69 72 74 79 80,69,－,小單
20220127,111005290,02 03 04 07 13 15 18 21 32 34 40 46 48 49 51 63 68 73 76 79,4,－,和
20220127,111005289,01 09 18 27 28 29 36 38 45 46 47 51 61 62 65 66 68 76 78 79,45,－,和
20220127,111005288,01 15 16 20 22 24 28 30 32 33 35 36 39 40 42 55 64 69 73 77,24,小,小雙
20220127,111005287,08 14 20 29 32 35 45 46 50 51 57 58 60 61 62 72 73 74 79 80,79,大,小雙
20220127,111005286,09 10 15 17 19 24 27 28 29 34 37 38 39 55 56 57 60 67 69 71,10,小,單
20220127,111005285,05 06 08 16 17 23 25 26 28 29 31 38 54 58 61 67 69 72 74 77,8,－,和
20220127,111005284,03 10 15 16 25 31 35 38 40 48 51 55 58 62 70 73 74 76 78 79,51,－,小雙
20220127,111005283,06 08 09 11 13 14 24 29 30 34 47 50 51 52 54 55 61 69 71 75,14,－,小單
20220127,111005282,04 05 11 14 16 17 22 25 26 28 34 35 38 39 42 54 55 65 69 80,28,小,小雙
20220127,111005281,01 02 07 09 18 20 22 23 26 27 40 43 45 53 58 59 64 67 69 70,53,－,小單
20220127,111005280,04 06 07 10 11 21 24 27 28 29 31 34 38 44 47 53 61 62 64 74,38,小,小雙
20220127,111005279,10 17 18 22 25 27 32 33 36 41 50 51 52 56 57 59 60 61 68 79,52,－,和
20220126,111005278,03 07 09 10 13 23 28 32 37 38 43 47 49 50 52 53 55 62 70 75,23,－,小單
20220126,111005277,03 11 13 16 17 19 20 23 25 26 29 43 44 45 54 55 59 66 73 76,25,－,單
20220126,111005276,02 03 05 07 09 28 32 33 34 35 37 42 49 51 53 57 59 71 75 78,28,－,單
20220126,111005275,03 06 07 13 15 18 24 31 32 35 42 43 48 49 56 58 62 68 70 74,6,－,小雙
20220126,111005274,03 15 16 19 32 33 35 36 41 48 50 52 53 54 57 66 70 76 77 80,77,－,小雙
20220126,111005273,05 08 14 15 19 22 23 24 27 33 39 48 50 60 65 73 76 77 79 80,15,－,小單
20220126,111005272,01 02 11 18 26 27 29 32 35 39 47 48 53 56 58 59 65 75 77 79,77,－,單
20220126,111005271,01 03 09 13 15 16 17 18 21 27 31 36 43 46 49 61 64 70 72 77,15,－,單
20220126,111005270,03 05 08 10 15 19 20 28 30 38 43 48 54 55 57 60 61 66 72 73,28,－,小雙
20220126,111005269,01 03 11 18 19 22 28 34 39 42 43 50 55 61 66 70 72 76 78 79,18,－,小雙
20220126,111005268,12 13 19 21 23 27 28 29 33 34 37 47 59 60 61 62 65 71 74 79,61,－,單
20220126,111005267,02 04 05 12 15 26 32 34 35 36 40 42 43 44 53 63 66 68 78 80,80,－,雙
20220126,111005266,03 04 12 16 40 44 46 47 48 53 58 59 63 65 67 68 70 77 78 80,80,大,小雙
20220126,111005265,04 10 11 12 13 21 24 30 35 38 41 46 47 48 52 53 69 74 77 80,53,－,小雙
20220126,111005264,02 06 12 16 17 22 23 26 29 33 38 39 44 46 49 53 54 59 67 75,17,－,和
20220126,111005263,06 08 16 19 22 26 36 38 40 45 50 56 60 62 63 64 65 75 78 80,60,－,雙
20220126,111005262,02 04 05 06 21 23 25 32 40 46 47 49 53 56 60 61 63 65 71 80,49,－,小單
20220126,111005261,05 06 12 15 18 21 22 28 29 30 40 41 46 48 52 53 54 57 61 63,28,－,小雙
20220126,111005260,05 15 17 18 22 25 27 31 32 36 38 40 44 47 62 65 66 67 68 76,17,－,小雙
20220126,111005259,11 16 22 25 32 34 36 37 40 44 47 50 56 59 63 65 67 71 75 77,25,－,小單
20220126,111005258,01 06 07 14 15 18 19 21 24 25 27 36 40 44 53 58 64 65 66 71,18,小,和
20220126,111005257,06 09 13 14 17 20 26 30 31 37 38 44 45 50 52 53 66 68 70 72,72,－,雙
20220126,111005256,03 17 18 20 29 30 36 37 39 45 46 52 54 56 57 60 70 72 78 80,18,－,雙
20220126,111005255,11 17 19 27 32 37 42 43 44 47 52 55 57 60 67 70 71 73 76 80,60,大,小單
20220126,111005254,02 08 16 18 19 20 22 23 24 27 31 34 43 51 53 68 71 73 77 79,22,－,小單
20220126,111005253,06 13 17 27 29 33 34 38 40 43 45 46 48 52 61 62 66 69 72 73,66,－,和
20220126,111005252,07 09 12 13 21 24 27 33 35 39 40 41 43 45 46 50 68 71 76 79,45,－,單
20220126,111005251,03 04 06 13 14 18 21 29 30 33 39 41 42 44 45 64 66 67 71 80,13,－,和
20220126,111005250,11 15 16 25 31 36 38 39 41 45 46 47 49 61 64 65 67 72 76 80,39,－,小單
20220126,111005249,01 03 08 11 12 18 19 20 33 34 38 39 44 56 60 61 64 67 69 73,61,－,和
20220126,111005248,07 08 17 21 23 26 31 32 33 35 38 43 50 51 52 61 64 66 67 68,67,－,小單
20220126,111005247,01 06 09 22 25 26 30 39 40 54 55 59 66 67 68 71 72 73 75 78,78,－,和
20220126,111005246,05 17 21 28 29 32 34 36 38 42 49 54 61 65 66 67 69 71 75 76,61,－,小單
20220126,111005245,04 16 19 21 23 28 30 39 45 46 47 49 50 56 62 66 72 73 74 79,45,－,小雙
20220126,111005244,09 11 13 16 30 36 41 46 48 50 54 56 57 61 65 67 69 73 78 80,36,大,和
20220126,111005243,11 13 21 23 25 26 30 32 34 36 39 47 51 52 60 69 71 72 74 80,21,－,和
20220126,111005242,09 15 17 23 24 29 30 41 42 49 50 51 55 57 59 60 63 68 74 77,29,大,單
20220126,111005241,02 07 18 31 32 34 36 37 39 40 43 48 50 57 67 70 71 73 79 80,2,－,和
20220126,111005240,03 07 08 09 11 14 25 27 41 44 46 47 48 51 53 54 56 61 69 79,48,－,單
20220126,111005239,05 06 17 18 20 21 24 25 26 31 34 38 42 52 64 68 69 71 76 77,42,－,小雙
20220126,111005238,02 10 11 13 15 16 17 31 36 40 45 46 47 59 65 68 75 76 78 80,45,－,和
20220126,111005237,05 07 08 10 12 13 19 25 27 34 35 52 58 63 64 69 70 73 74 78,73,－,和
20220126,111005236,02 06 13 14 19 28 30 31 35 37 42 43 44 49 56 61 65 66 67 71,31,－,小單
20220126,111005235,10 11 16 17 19 23 26 37 39 43 45 48 51 54 55 57 65 69 72 77,57,－,單
20220126,111005234,07 18 20 24 26 28 29 35 38 39 42 44 47 49 60 66 67 70 75 76,38,－,小雙
20220126,111005233,01 02 03 04 08 14 16 25 29 31 36 37 46 47 49 62 67 71 72 73,72,－,小單
20220126,111005232,02 07 12 13 18 24 28 33 35 53 54 55 57 62 64 65 72 77 78 79,24,－,和
20220126,111005231,14 15 16 17 21 29 31 32 47 49 51 53 54 58 60 64 69 70 71 79,14,－,小單
20220126,111005230,04 06 10 11 13 14 19 20 22 24 27 30 31 37 53 54 72 73 74 78,31,小,小雙
20220126,111005229,02 03 06 07 12 13 19 23 25 30 33 35 36 39 41 53 60 65 69 71,65,小,單
20220126,111005228,02 06 15 16 17 20 23 29 38 39 41 47 50 57 61 64 65 70 76 79,47,－,小單
20220126,111005227,02 06 08 11 14 15 23 31 35 39 41 43 49 54 55 59 64 65 75 80,15,－,單
20220126,111005226,01 07 11 17 18 20 21 28 37 47 48 49 50 52 57 59 61 64 68 70,20,－,小單
20220126,111005225,01 06 13 15 17 21 37 38 47 49 52 56 62 63 69 70 71 77 78 80,37,－,小單
20220126,111005224,02 05 12 22 23 30 31 38 39 42 44 50 51 53 54 55 56 57 64 75,12,－,小雙
20220126,111005223,04 05 07 15 24 25 33 38 39 40 41 45 46 51 57 60 68 71 73 76,68,－,小單
20220126,111005222,03 22 24 29 30 32 40 41 42 44 45 46 48 50 58 60 61 63 67 68,48,大,雙
20220126,111005221,02 04 05 07 11 13 14 21 22 38 40 41 44 51 54 57 63 71 73 79,13,－,小單
20220126,111005220,02 06 07 09 10 11 16 18 24 34 38 42 43 44 48 54 57 60 65 66,16,－,雙
20220126,111005219,01 04 05 07 12 13 19 30 38 48 55 59 61 63 66 68 70 72 74 79,61,－,和
20220126,111005218,07 14 17 21 23 27 33 39 40 41 42 44 45 47 49 52 55 59 66 67,45,－,單
20220126,111005217,05 16 18 21 24 30 33 40 41 42 43 50 52 56 59 60 61 64 77 79,40,－,小雙
